sy_name,hostname,tic_id,sy_snum,sy_pnum,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
HD 22532,HD 22532,TIC 200851704,1,1,<a refstr=OTTONI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..87O/abstract target=ref>Ottoni et al. 2022</a>,G8 III/IV,5038.0,24.0,-24.0,0.0,5.69,0.07,-0.07,0.0,1.57,0.07,-0.07,0.0,-0.19,0.02,-0.02,0.0,[Fe/H],3.09,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h35m15.56s,53.8148478,-49d25m02.16s,-49.4172669,161.183,0.655,-0.655,7.85,0.03,-0.03,5.671,0.017,-0.017,7.6043,0.000219,-0.000219
HD 27969,HD 27969,TIC 27828749,1,1,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..78D/abstract target=ref>Demangeon et al. 2021</a>,G0 V,5966.0,21.0,-21.0,0.0,1.27,0.1,-0.1,0.0,1.16,0.07,-0.07,0.0,0.18,0.02,-0.02,0.0,[Fe/H],4.12,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h26m49.64s,66.7068364,+42d54m31.39s,42.90872,67.9328,0.3043,-0.3018,7.66,0.03,-0.03,6.202,0.02,-0.02,7.5139,0.000241,-0.000241
HD 28109,HD 28109,TIC 29781292,1,3,<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,F8/G0 V,6120.0,50.0,-50.0,0.0,1.45,0.04,-0.04,0.0,1.26,0.08,-0.08,0.0,0.0,0.1,-0.1,0.0,[Fe/H],4.13,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.611,0.429,-0.427,9.42,0.03,-0.03,8.175,0.023,-0.023,9.29976,0.000323,-0.000323
HD 29021,HD 29021,TIC 458350670,1,1,<a refstr=REY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...601A...9R/abstract target=ref>Rey et al. 2017</a>,G5,5560.0,45.0,-45.0,0.0,0.85,0.09,-0.09,0.0,0.85,0.08,-0.08,0.0,-0.24,0.02,-0.02,0.0,[Fe/H],4.44,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h37m52.35s,69.4681379,+60d40m34.67s,60.6762985,30.9939,0.0422,-0.0421,7.76,0.03,-0.03,6.082,0.02,-0.02,7.58565,0.000208,-0.000208
HD 30669,HD 30669,TIC 607907,1,1,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,G9 V,5400.0,74.0,-74.0,0.0,0.91,0.04,-0.04,0.0,0.92,0.03,-0.03,0.0,0.13,0.06,-0.06,0.0,[Fe/H],4.37,0.55,-0.55,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h48m28.76s,72.1198522,-28d25m08.67s,-28.4190757,58.0844,0.0878,-0.0876,9.12,0.03,-0.03,7.329,0.029,-0.029,8.90667,0.000219,-0.000219
HD 307842,HD 307842,TIC 460984940,1,1,<a refstr=HUA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230614655H/abstract target=ref>Hua et al. 2023</a>,G,5558.0,100.0,-100.0,0.0,0.91,0.02,-0.02,0.0,0.91,0.1,-0.1,0.0,-0.13,0.08,-0.08,0.0,[Fe/H],4.48,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h37m21.89s,159.3412205,-63d39m20.49s,-63.6556923,64.5997,0.1104,-0.11,9.412,0.003,-0.003,7.64,0.023,-0.023,9.23501,0.0002,-0.0002
HD 33283,HD 33283,TIC 13147218,2,1,<a refstr=JOHNSON_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...647..600J/abstract target=ref> Johnson et al. 2006 </a>,G3 V,5995.0,50.0,-50.0,0.0,1.2,0.1,-0.1,0.0,1.24,0.1,-0.1,0.0,0.366,0.05,-0.05,0.0,[Fe/H],4.21,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h08m01.08s,77.0044889,-26d47m51.61s,-26.7976689,89.8623,0.2335,-0.2324,8.05,0.03,-0.03,6.646,0.033,-0.033,7.89933,0.000229,-0.000229
HD 34445,HD 34445,TIC 284907742,1,6,<a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>,G0 V,5836.0,44.0,-44.0,0.0,1.38,0.08,-0.08,0.0,1.07,0.02,-0.02,0.0,0.14,0.04,-0.04,0.0,[Fe/H],4.21,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907,0.0996,-0.0991,7.31,0.03,-0.03,5.79,0.023,-0.023,7.14947,0.000257,-0.000257
HD 39091,HD 39091,TIC 261136679,1,3,<a refstr=HUANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...868L..39H/abstract target=ref>Huang et al. 2018</a>,G0 V,6037.0,45.0,-45.0,0.0,1.1,0.02,-0.02,0.0,1.09,0.04,-0.04,0.0,0.08,0.03,-0.03,0.0,[Fe/H],4.42,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h37m11.83s,84.2992798,-80d27m52.57s,-80.4646041,18.2702,0.0226,-0.0226,5.65,0.03,-0.03,4.241,0.027,-0.027,5.5128,0.0019464,-0.0019464
HD 42618,HD 42618,TIC 153289168,1,1,<a refstr=FULTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...46F/abstract target=ref>Fulton et al. 2016</a>,G4 V,5727.0,60.0,-60.0,0.0,1.0,0.09,-0.09,0.0,1.01,0.06,-0.06,0.0,-0.09,0.04,-0.04,0.0,[Fe/H],4.44,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m00.77s,93.0032173,+06d46m55.11s,6.7819742,24.3358,0.0249,-0.0247,6.87,0.023,-0.023,5.301,0.02,-0.02,6.68303,0.000318,-0.000318
HD 48265,HD 48265,TIC 255781806,1,1,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,G5 IV/V,5650.0,100.0,-100.0,0.0,2.05,0.05,-0.05,0.0,1.28,0.05,-0.05,0.0,0.4,0.1,-0.1,0.0,[Fe/H],3.92,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h40m01.77s,100.0073683,-48d32m30.58s,-48.5418284,90.5446,0.2702,-0.2687,8.05,0.03,-0.03,6.449,0.02,-0.02,7.87925,0.000303,-0.000303
HD 50499,HD 50499,TIC 53175558,1,2,<a refstr=RICKMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..71R/abstract target=ref>Rickman et al. 2019</a>,G1 V,6099.0,43.0,-43.0,0.0,1.42,0.02,-0.02,0.0,1.31,0.07,-0.07,0.0,0.38,0.03,-0.03,0.0,[Fe/H],4.42,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h52m01.94s,103.008075,-33d54m54.96s,-33.915267,46.2845,0.0557,-0.0555,7.21,0.03,-0.03,5.836,0.016,-0.016,7.0564,0.000241,-0.000241
HD 5319,HD 5319,TIC 344627954,1,2,<a refstr=ROBINSON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670.1391R/abstract target=ref> Robinson et al. 2007 </a>,G5 IV,5052.0,50.0,-50.0,0.0,3.26,0.5,-0.41,0.0,1.56,0.18,-0.18,0.0,0.15,0.05,-0.05,0.0,[Fe/H],3.57,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h55m01.39s,13.7558096,+00d47m21.63s,0.7893425,121.405,0.7075,-0.7075,8.05,0.03,-0.03,5.699,0.02,-0.02,7.77238,0.000216,-0.000216
HD 564,HD 564,TIC 200658785,1,1,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,G2/G3 V,5902.0,61.0,-61.0,0.0,1.01,0.05,-0.05,0.0,0.96,0.05,-0.05,0.0,-0.2,0.05,-0.05,0.0,[Fe/H],4.53,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h09m52.67s,2.4694459,-50d16m04.44s,-50.2678998,51.1659,0.0941,-0.0937,8.32,0.03,-0.03,6.893,0.021,-0.021,8.17077,0.000284,-0.000284
HD 63433,HD 63433,TIC 130181866,1,3,<a refstr=CAPISTRANT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240104785C/abstract target=ref>Capistrant et al. 2024</a>,G5 V,5688.0,28.0,-28.0,0.0,0.91,0.03,-0.03,0.0,0.99,0.03,-0.03,0.0,0.03,0.05,-0.05,0.0,[Fe/H],4.52,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.4035,0.0225,-0.0225,6.92035,0.023,-0.023,5.258,0.016,-0.016,6.71831,0.000529,-0.000529
HD 64121,HD 64121,TIC 264770836,1,1,<a refstr=OTTONI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..87O/abstract target=ref>Ottoni et al. 2022</a>,G8/K0 III,5078.0,22.0,-22.0,0.0,5.44,0.07,-0.07,0.0,1.64,0.06,-0.06,0.0,-0.21,0.02,-0.02,0.0,[Fe/H],3.19,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m27.63s,117.3651424,-54d48m45.41s,-54.8126136,129.966,0.487,-0.487,7.43,0.03,-0.03,5.244,0.021,-0.021,7.17872,0.000207,-0.000207
HD 68402,HD 68402,TIC 272546396,1,1,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,G5 IV/V,5950.0,100.0,-100.0,0.0,1.02,0.05,-0.05,0.0,1.12,0.05,-0.05,0.0,0.29,0.1,-0.1,0.0,[Fe/H],4.47,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h05m23.39s,121.3474609,-74d24m36.26s,-74.4100732,78.4293,0.0963,-0.0962,9.11,0.03,-0.03,7.697,0.027,-0.027,8.95443,0.000229,-0.000229
HD 72659,HD 72659,TIC 121284864,1,2,<a refstr=MOUTOU_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A..63M/abstract target=ref> Moutou et al. 2011 </a>,G2 V,5926.0,62.0,-62.0,0.0,1.36,0.06,-0.06,0.0,1.06,0.04,-0.04,0.0,-0.02,0.098,-0.098,0.0,[Fe/H],4.24,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h34m03.07s,128.5128072,-01d34m07.08s,-1.5686323,51.8949,0.1451,-0.1442,7.46,0.03,-0.03,5.982,0.024,-0.024,7.3107,0.000199,-0.000199
HD 72892,HD 72892,TIC 405344271,1,1,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,G5 V,5688.0,100.0,-100.0,0.0,1.22,0.06,-0.06,0.0,1.02,0.05,-0.05,0.0,0.25,0.1,-0.1,0.0,[Fe/H],4.27,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h34m52.69s,128.7195554,-14d27m26.75s,-14.4574311,69.7311,0.1871,-0.1862,8.83,0.03,-0.03,7.216,0.02,-0.02,8.6469,0.000201,-0.000201
HD 73534,HD 73534,TIC 21285884,1,1,<a refstr=VALENTI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...702..989V/abstract target=ref> Valenti et al. 2009 </a>,G5 IV,5041.0,44.0,-44.0,0.0,2.39,0.16,-0.16,0.0,1.23,0.06,-0.06,0.0,0.232,0.03,-0.03,0.0,[Fe/H],3.78,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m15.68s,129.8153421,+12d57m35.89s,12.9599703,83.3321,0.3702,-0.3702,8.23,0.03,-0.03,5.962,0.026,-0.026,7.95707,0.000207,-0.000207
HD 74698,HD 74698,TIC 308087983,1,2,<a refstr=FRENSCH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604420F/abstract target=ref>Frensch et al. 2023</a>,G5 V,5783.0,19.0,-19.0,0.0,1.33,0.01,-0.01,0.0,1.04,0.03,-0.03,0.0,0.07,0.02,-0.02,0.0,[Fe/H],4.12,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m17.87s,130.0744755,-71d52m36.74s,-71.8768726,52.0648,0.076,-0.0758,7.78,0.03,-0.03,6.23,0.027,-0.027,7.60959,0.000228,-0.000228
HD 75898,HD 75898,TIC 302580456,1,1,<a refstr=ROBINSON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670.1391R/abstract target=ref> Robinson et al. 2007 </a>,G0 V,6021.0,50.0,-50.0,0.0,1.6,0.18,-0.18,0.0,1.28,0.13,-0.13,0.0,0.27,0.05,-0.05,0.0,[Fe/H],4.16,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h53m50.69s,133.4611999,+33d03m24.08s,33.0566885,78.0505,0.304,-0.3016,8.03,0.03,-0.03,6.662,0.026,-0.026,7.89597,0.000232,-0.000232
HD 80869,HD 80869,TIC 307906761,1,1,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..78D/abstract target=ref>Demangeon et al. 2021</a>,G1 V,5837.0,15.0,-15.0,0.0,1.06,0.04,-0.04,0.0,1.08,0.05,-0.05,0.0,0.17,0.01,-0.01,0.0,[Fe/H],4.18,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h23m09.91s,140.7912931,+33d54m17.39s,33.9048294,85.3951,0.5374,-0.5308,8.48,0.03,-0.03,6.914,0.021,-0.021,8.33173,0.000228,-0.000228
HD 81040,HD 81040,TIC 414965996,1,1,<a refstr=SOZZETTI_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006A&A...449..417S/abstract target=ref> Sozzetti et al. 2006 </a>,G2/G3,5700.0,50.0,-50.0,0.0,0.86,0.04,-0.04,0.0,0.96,0.04,-0.04,0.0,-0.16,0.06,-0.06,0.0,[Fe/H],4.5,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h23m46.92s,140.9455027,+20d21m52.59s,20.3646078,34.4341,0.0777,-0.0773,7.72,0.03,-0.03,6.159,0.021,-0.021,7.55543,0.000329,-0.000329
HD 86226,HD 86226,TIC 22221375,1,2,<a refstr=TESKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...96T/abstract target=ref>Teske et al. 2020</a>,G1 V,5863.0,88.0,-88.0,0.0,1.05,0.03,-0.03,0.0,1.02,0.06,-0.07,0.0,0.018,0.057,-0.043,0.0,[Fe/H],4.4,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h56m29.64s,149.1235154,-24d05m57.07s,-24.0991859,45.683,0.1053,-0.1048,7.93,0.03,-0.03,6.463,0.023,-0.023,7.7713,0.000462,-0.000462
HD 86226,HD 86226,TIC 22221375,1,2,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,G2 V,5903.0,31.0,-31.0,0.0,1.02,0.03,-0.03,0.0,1.06,0.03,-0.03,0.0,0.05,0.03,-0.03,0.0,[Fe/H],4.36,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h56m29.64s,149.1235154,-24d05m57.07s,-24.0991859,45.683,0.1053,-0.1048,7.93,0.03,-0.03,6.463,0.023,-0.023,7.7713,0.000462,-0.000462
HD 87646,HD 87646,TIC 27064335,3,1,<a refstr=MA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..112M/abstract target=ref>Ma et al. 2016</a>,G,5770.0,80.0,-80.0,0.0,1.55,0.22,-0.22,0.0,1.12,0.09,-0.09,0.0,-0.17,0.08,-0.08,0.0,[Fe/H],4.1,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h06m40.69s,151.6695435,+17d53m41.93s,17.8949795,73.58352,8.55496,-8.55496,8.07,0.03,-0.03,6.536,0.018,-0.018,7.9295,0.001505,-0.001505
HD 88133,HD 88133,TIC 27073220,1,1,<a refstr=FISCHER_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...620..481F/abstract target=ref> Fischer et al. 2005 </a>,G5 IV,5494.0,23.0,-23.0,0.0,1.93,0.06,-0.06,0.0,1.2,0.2,-0.2,0.0,0.34,0.04,-0.04,0.0,[Fe/H],4.23,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h10m07.66s,152.5319349,+18d11m08.62s,18.1857284,73.6123,0.3053,-0.3029,8.01852,0.023,-0.023,6.199,0.017,-0.017,7.80979,0.000489,-0.000489
HD 88986,HD 88986,TIC 1042868,1,1,<a refstr=HEIDARI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231113513H/abstract target=ref>Heidari et al. 2023</a>,G2 V,5861.0,17.0,-17.0,0.0,1.54,0.01,-0.01,0.0,1.25,0.05,-0.05,0.0,0.06,0.02,-0.02,0.0,[Fe/H],4.16,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h16m28.00s,154.1166869,+28d40m55.45s,28.6820708,33.2673,0.0459,-0.0459,6.46974,0.023,-0.023,4.884,0.02,-0.02,6.30259,0.0005604,-0.0005604
HD 9174,HD 9174,TIC 439501096,1,1,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,G8 IV,5577.0,100.0,-100.0,0.0,1.67,0.07,-0.07,0.0,1.03,0.05,-0.05,0.0,0.39,0.1,-0.1,0.0,[Fe/H],4.03,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h30m01.04s,22.5043352,-19d36m19.06s,-19.6052945,81.4893,0.3063,-0.3042,8.4,0.03,-0.03,6.744,0.027,-0.027,8.22923,0.000197,-0.000197
HD 92788,HD 92788,TIC 169248301,1,2,<a refstr=RICKMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..71R/abstract target=ref>Rickman et al. 2019</a>,G6 V,5744.0,24.0,-24.0,0.0,1.14,0.02,-0.02,0.0,1.15,0.07,-0.07,0.0,0.27,0.02,-0.02,0.0,[Fe/H],4.39,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h42m48.51s,160.7021351,-02d11m04.98s,-2.1847173,34.6538,0.0597,-0.0596,7.31637,0.023,-0.023,5.721,0.02,-0.02,7.13929,0.000293,-0.000293
HD 93963,HD 93963 A,TIC 368435330,2,2,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220713920S/abstract target=ref>Serrano et al. 2022</a>,G0 V,5987.0,64.0,-64.0,0.0,1.04,0.01,-0.01,0.0,1.11,0.04,-0.04,0.0,0.1,0.04,-0.04,0.0,[Fe/H],4.49,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h51m06.41s,162.7766969,+25d38m27.83s,25.641065,82.3432,0.3932,-0.3896,9.182,0.003,-0.003,7.776,0.024,-0.024,9.03376,0.000473,-0.000473
HD 94771,HD 94771,TIC 48974071,1,1,<a refstr=FRENSCH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604420F/abstract target=ref>Frensch et al. 2023</a>,G3/G5 V,5631.0,21.0,-21.0,0.0,1.9,0.02,-0.02,0.0,1.2,0.02,-0.02,0.0,0.22,0.02,-0.02,0.0,[Fe/H],3.94,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h55m53.92s,163.9746776,-35d06m52.28s,-35.1145225,57.7807,0.1205,-0.1199,7.37,0.03,-0.03,5.632,0.018,-0.018,7.17929,0.000166,-0.000166
HD 95544,HD 95544,TIC 156103616,1,1,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..78D/abstract target=ref>Demangeon et al. 2021</a>,G3 V,5722.0,15.0,-15.0,0.0,1.09,0.07,-0.07,0.0,1.09,0.07,-0.07,0.0,0.11,0.01,-0.01,0.0,[Fe/H],4.07,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h05m17.56s,166.3231784,+81d02m20.35s,81.0389868,87.8049,0.2031,-0.2022,8.39,0.03,-0.03,6.771,0.023,-0.023,8.210671,0.000317,-0.000317
HD 98649,HD 98649,TIC 437258837,1,1,<a refstr=RICKMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..71R/abstract target=ref>Rickman et al. 2019</a>,G3/G5 V,5790.0,58.0,-58.0,0.0,1.01,0.02,-0.02,0.0,1.03,0.06,-0.06,0.0,0.05,0.04,-0.04,0.0,[Fe/H],4.51,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m51.54s,170.2147665,-23d13m05.18s,-23.2181063,42.1727,0.0878,-0.0875,8.0,0.03,-0.03,6.419,0.021,-0.021,7.82889,0.000231,-0.000231
HIP 14810,HIP 14810,TIC 113810736,1,3,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...699L..97W/abstract target=ref> Wright et al. 2009 </a>,G5 V,5485.0,44.0,-44.0,0.0,1.0,0.06,-0.06,0.0,0.99,0.04,-0.04,0.0,0.26,0.03,-0.03,0.0,[Fe/H],4.22,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h11m14.23s,47.809275,+21d05m49.67s,21.0971302,50.48,0.1156,-0.1151,8.520001,0.03,-0.03,6.828,0.021,-0.021,8.33307,0.000415,-0.000415
HIP 91258,HIP 91258,TIC 383675945,1,1,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,G5 V,5519.0,70.0,-70.0,0.0,1.0,0.04,-0.04,0.0,0.95,0.03,-0.03,0.0,0.23,0.05,-0.05,0.0,[Fe/H],4.53,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h36m53.07s,279.2211173,+61d42m05.42s,61.7015065,45.8846,0.0661,-0.066,8.65,0.03,-0.03,6.893,0.021,-0.021,8.45032,0.000505,-0.000505
K2-100,K2-100,TIC 307733361,1,1,<a refstr=BARRAG_AACUTE_N_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490..698B/abstract target=ref>Barrag&aacute;n et al. 2019</a>,G0 V,5945.0,110.0,-110.0,0.0,1.24,0.05,-0.05,0.0,1.15,0.05,-0.05,0.0,0.22,0.09,-0.09,0.0,[Fe/H],4.33,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h38m24.26s,129.6010863,+20d06m21.63s,20.1060074,188.959,2.471,-2.41,10.651,0.012,-0.012,9.182,0.018,-0.018,10.4053,0.000406,-0.000406
